Career_Path,Python_Skill,Java_Skill,JavaScript_Skill,SQL_Skill,C++_Skill,R_Skill,Machine_Learning_Skill,Deep_Learning_Skill,NLP_Skill,Computer_Vision_Skill,React_Skill,Node.js_Skill,Django_Skill,FastAPI_Skill,Docker_Skill,AWS_Skill,Azure_Skill,GCP_Skill,Kubernetes_Skill,Terraform_Skill,TensorFlow_Skill,PyTorch_Skill,Scikit-learn_Skill,Pandas_Skill,NumPy_Skill,System_Design_Skill,Data_Structures_Skill,Algorithms_Skill,Statistics_Skill,Linear_Algebra_Skill,CGPA,Experience_Years,Primary_Interest,Secondary_Interest,Personality_Type,Education_Level,Certifications,Projects_Completed,GitHub_Repos,Hackathons,Internships,Expected_Salary,Job_Market_Demand,Satisfaction_Score
DevOps Engineer,7,6,2,2,2,1,5,1,4,5,1,3,4,1,10,7,5,5,9,10,1,3,1,4,3,9,1,3,5,5,9.54,5,Data Analytics,Cloud Computing,Collaborative,MCA,5,11,0,4,1,260000,8,88
Cloud Architect,7,6,4,2,1,5,3,7,2,3,5,5,1,3,9,9,10,6,9,9,1,2,5,2,2,10,7,2,3,4,8.86,4,Cybersecurity,Web Development,Leadership,M.Sc,3,11,29,1,1,260000,8,86
Full Stack Developer,4,3,8,5,5,6,7,4,6,5,10,8,6,7,9,3,3,2,4,1,6,1,5,1,4,1,3,3,2,1,9.14,3,AI/ML,Cloud Computing,Leadership,B.Sc,2,15,0,1,2,60000,5,86
Product Manager,5,6,4,9,1,6,5,2,3,6,3,4,3,4,1,3,5,3,1,7,3,7,3,3,3,6,2,4,5,7,7.28,4,AI/ML,AR/VR,Analytical,BCA,6,5,26,0,2,160000,7,65
Full Stack Developer,8,2,8,5,2,3,3,2,1,4,9,10,7,4,6,4,4,6,6,1,1,6,2,2,3,1,7,1,4,5,7.63,0,Data Analytics,Cybersecurity,Creative,BCA,8,5,50,3,3,210000,8,62
Data Scientist,10,2,1,8,5,4,10,7,1,7,1,2,1,5,3,7,3,4,2,3,8,5,1,10,6,1,6,5,7,3,6.12,5,AR/VR,Web Development,Leadership,M.Tech,5,12,11,0,0,180000,7,72
Product Manager,4,1,2,9,2,6,1,4,4,1,2,5,6,4,4,7,1,4,1,5,4,2,3,5,6,9,1,5,5,6,7.98,4,AI/ML,Cybersecurity,Analytical,BCA,6,14,20,0,3,100000,7,65
Blockchain Developer,6,2,7,2,6,1,5,3,3,1,3,1,5,1,7,3,6,1,1,4,1,2,1,6,1,3,8,10,3,3,9.46,5,Product Design,AI/ML,Detail-oriented,M.Tech,7,13,39,9,0,140000,10,61
Product Manager,5,4,1,9,3,7,4,3,5,6,1,1,1,5,6,3,7,1,4,5,3,3,4,1,7,9,2,1,7,3,8.78,3,Product Design,Blockchain,Innovative,M.Sc,5,9,26,5,1,70000,8,62
Product Manager,3,1,6,6,4,4,3,1,1,1,3,2,3,5,1,1,2,2,2,4,1,1,1,1,2,7,4,2,6,7,9.53,5,Web Development,Web Development,Creative,B.Sc,3,6,34,6,2,140000,9,87
Cloud Architect,3,4,5,2,1,2,7,3,2,3,4,6,4,6,9,10,9,8,10,7,1,3,3,2,5,8,3,3,1,4,8.08,1,Product Design,AI/ML,Detail-oriented,M.Sc,5,13,28,7,3,170000,7,91
DevOps Engineer,8,1,3,1,1,5,7,1,1,1,1,4,2,3,9,10,4,1,9,10,6,2,4,3,1,7,7,6,4,1,9.38,3,IoT,Cybersecurity,Detail-oriented,M.Tech,8,0,23,2,1,130000,10,60
Product Manager,5,3,5,7,5,7,1,2,7,7,5,3,3,3,2,5,4,1,3,1,6,1,1,4,1,10,2,1,5,2,9.44,3,IoT,Mobile Apps,Analytical,B.Sc,8,13,30,1,3,100000,6,73
Cybersecurity Analyst,8,8,5,4,8,2,1,2,6,4,5,5,6,1,4,3,6,3,1,6,5,4,2,1,2,8,6,9,3,1,9.02,4,Blockchain,IoT,Detail-oriented,B.Sc,4,6,32,0,3,40000,5,100
Product Manager,5,3,2,7,1,6,5,1,4,3,4,1,3,1,1,6,1,1,3,2,1,4,2,3,4,6,3,2,6,2,6.8,0,IoT,AI/ML,Analytical,BCA,3,2,14,1,1,270000,6,62
Mobile Developer,3,8,7,4,6,2,1,1,2,2,5,3,3,1,5,1,3,5,2,7,2,3,4,2,2,2,5,9,5,4,8.01,5,AI/ML,Cybersecurity,Analytical,M.Sc,1,9,15,6,1,230000,5,63
AI/ML Engineer,10,2,3,1,4,4,9,7,9,6,2,2,4,1,4,6,2,2,2,1,8,8,1,7,1,3,5,2,1,3,8.42,2,Cloud Computing,Product Design,Detail-oriented,MCA,3,8,50,7,0,150000,8,84
AI/ML Engineer,10,6,6,3,2,2,10,8,7,9,4,4,6,6,1,3,1,1,3,4,10,9,5,5,2,1,6,1,4,5,8.84,5,Blockchain,AI/ML,Collaborative,M.Tech,6,7,15,7,0,300000,7,100
Data Scientist,9,6,2,10,4,1,10,9,3,3,3,3,7,6,4,1,5,2,3,1,8,1,2,10,9,1,2,1,8,3,7.8,1,Mobile Apps,Cybersecurity,Analytical,MCA,2,6,16,6,3,240000,9,66
AI/ML Engineer,9,2,1,1,3,3,7,7,6,6,1,3,6,5,5,5,4,3,2,4,10,9,1,2,3,3,3,2,4,6,8.06,5,Cybersecurity,AI/ML,Collaborative,BCA,0,11,2,5,3,110000,9,91
Mobile Developer,3,9,6,4,4,4,7,1,2,5,6,2,6,1,1,1,2,2,4,2,2,4,2,2,7,1,8,8,1,1,7.16,0,Web Development,Blockchain,Collaborative,M.Sc,3,3,36,5,1,140000,8,96
Data Scientist,7,7,3,8,2,7,8,8,3,4,2,3,3,5,1,5,5,1,6,3,8,1,1,7,9,4,1,6,10,4,9.03,3,Web Development,Data Analytics,Collaborative,BCA,4,6,44,8,3,70000,6,80
Blockchain Developer,7,3,7,5,7,1,1,5,1,5,1,1,3,1,5,6,3,1,1,5,5,3,2,4,4,1,6,10,4,3,8.29,4,AR/VR,Cloud Computing,Collaborative,MCA,1,5,24,7,3,130000,9,68
Full Stack Developer,4,4,7,9,7,2,7,3,1,4,7,10,5,5,6,1,5,1,3,3,4,2,2,3,5,3,6,5,5,7,6.84,0,AI/ML,Cybersecurity,Analytical,B.Sc,2,9,13,2,1,220000,7,77
AI/ML Engineer,10,3,3,3,5,1,8,8,8,8,7,4,3,4,2,4,1,3,3,2,7,9,2,2,1,3,2,1,5,6,6.38,2,Product Design,Cloud Computing,Innovative,BCA,1,1,10,5,3,90000,7,94
UI/UX Designer,4,6,7,3,1,3,5,1,4,5,9,4,5,4,4,1,4,1,1,1,4,1,5,2,6,3,6,3,3,4,9.64,5,AI/ML,IoT,Collaborative,M.Sc,5,7,47,10,0,230000,8,70
UI/UX Designer,2,1,9,1,5,3,1,2,3,3,8,2,3,3,5,2,6,1,3,4,3,1,2,4,1,5,1,7,6,2,6.03,5,Cloud Computing,Cybersecurity,Detail-oriented,M.Tech,5,9,23,6,1,210000,7,66
Product Manager,4,2,2,6,1,3,3,4,1,3,1,5,6,2,6,3,1,1,2,3,1,4,3,5,3,6,3,4,6,2,9.07,2,Cybersecurity,IoT,Creative,M.Tech,1,5,12,9,1,110000,5,68
Mobile Developer,5,7,6,4,1,5,5,1,4,2,8,1,1,3,4,2,1,1,1,2,4,3,3,4,3,1,5,6,3,5,8.12,2,Cybersecurity,Cloud Computing,Creative,M.Sc,6,2,6,2,0,50000,9,72
Cloud Architect,2,3,5,4,4,1,1,6,5,3,2,2,5,7,8,9,8,10,8,10,7,1,6,6,5,9,1,1,4,3,9.52,4,AR/VR,Data Analytics,Collaborative,MCA,8,8,19,3,2,260000,7,95
Full Stack Developer,5,3,9,6,2,1,1,3,1,5,7,9,8,6,5,1,2,2,3,3,4,7,3,2,2,6,3,3,2,2,7.98,3,Mobile Apps,Mobile Apps,Creative,M.Sc,7,5,41,4,0,130000,6,71
Mobile Developer,4,7,9,3,2,4,3,2,2,1,6,1,2,3,1,5,1,3,6,2,4,1,3,5,1,1,7,9,3,1,6.1,3,IoT,Mobile Apps,Leadership,MCA,4,7,43,6,0,190000,6,67
Cloud Architect,1,1,5,1,1,4,3,5,4,3,5,3,1,4,7,8,8,9,10,7,6,2,1,1,4,10,5,6,2,3,7.67,3,Data Analytics,Data Analytics,Detail-oriented,M.Sc,8,7,24,1,3,200000,9,74
Full Stack Developer,6,1,9,8,1,1,2,4,4,3,8,8,6,4,7,1,3,6,1,2,1,1,3,3,3,4,4,4,2,1,6.62,5,AI/ML,Product Design,Creative,M.Sc,2,0,25,6,3,210000,10,76
Blockchain Developer,7,3,8,3,7,3,3,3,4,3,5,4,3,1,3,3,1,5,1,2,4,1,4,1,4,1,8,10,3,6,6.18,2,Web Development,Cloud Computing,Analytical,BCA,4,12,32,3,2,280000,8,82
AI/ML Engineer,9,6,3,1,6,6,9,8,6,7,1,4,7,5,3,3,5,2,3,4,7,10,2,1,5,2,2,2,2,1,8.31,2,Web Development,Web Development,Creative,MCA,7,8,30,4,3,240000,6,67
Blockchain Developer,5,3,9,4,8,7,3,2,6,1,3,4,1,1,3,6,1,5,1,5,6,1,1,5,3,1,8,10,3,1,7.82,4,Mobile Apps,AR/VR,Creative,MCA,3,10,36,0,3,50000,7,87
Product Manager,3,1,4,6,1,5,2,4,6,2,1,2,3,1,4,5,4,4,6,3,4,3,4,3,1,7,4,2,9,2,9.77,1,AR/VR,Product Design,Analytical,B.Tech,3,6,26,8,1,230000,8,73
DevOps Engineer,6,3,3,1,5,2,5,4,5,6,1,3,4,4,8,9,4,4,7,7,1,6,2,7,2,10,1,3,3,6,6.46,3,Web Development,Blockchain,Detail-oriented,M.Tech,6,0,23,3,2,120000,10,76
Cybersecurity Analyst,6,7,1,1,9,5,2,6,4,3,6,3,3,3,4,4,3,1,3,6,5,2,1,1,2,7,9,6,6,1,9.93,5,Blockchain,Mobile Apps,Creative,MCA,3,9,12,8,1,270000,8,76
Data Scientist,7,1,3,9,3,1,9,5,2,2,2,2,2,2,3,4,3,2,1,7,5,3,6,10,7,5,1,3,7,7,9.04,1,Blockchain,Web Development,Creative,B.Tech,5,4,14,1,1,120000,7,90
Cloud Architect,1,5,5,6,3,2,2,2,7,2,3,5,6,3,7,10,7,8,7,8,3,5,4,7,4,7,2,3,2,1,8.63,2,Mobile Apps,Blockchain,Analytical,B.Tech,5,0,45,5,1,180000,9,80
Cloud Architect,3,4,4,4,3,5,3,5,3,1,2,2,4,1,8,9,9,10,9,10,2,2,2,7,1,7,2,4,3,4,6.32,2,AR/VR,Product Design,Analytical,M.Tech,4,14,31,10,0,300000,7,99
Full Stack Developer,5,1,7,8,1,1,5,1,1,1,7,9,8,5,9,2,2,4,5,3,4,6,4,4,1,3,1,4,1,2,6.24,0,Cybersecurity,AR/VR,Detail-oriented,B.Sc,7,3,21,3,2,280000,7,89
AI/ML Engineer,7,1,4,6,4,3,9,8,10,7,2,1,2,2,2,6,3,3,1,3,10,10,5,2,3,1,5,2,3,4,7.1,4,AR/VR,Data Analytics,Detail-oriented,B.Tech,0,7,7,3,0,50000,5,96
Cybersecurity Analyst,5,4,2,6,8,1,4,1,2,5,1,1,7,4,1,1,1,4,1,5,1,2,1,3,4,6,6,6,1,5,9.34,4,Data Analytics,Mobile Apps,Creative,B.Tech,1,9,47,5,3,190000,10,82
UI/UX Designer,4,3,5,3,5,6,1,3,3,1,9,1,6,2,1,2,5,6,2,3,6,4,2,3,5,3,5,5,3,2,9.71,1,AR/VR,Mobile Apps,Innovative,BCA,8,5,19,7,2,60000,7,60
Product Manager,4,5,1,7,2,3,1,2,5,4,1,1,6,1,1,4,3,5,1,5,2,6,5,1,2,10,2,1,9,6,6.73,3,Web Development,Mobile Apps,Innovative,M.Tech,5,11,29,5,3,180000,8,86
Product Manager,7,2,1,7,4,5,4,7,1,3,2,6,2,1,1,5,1,6,1,3,3,4,4,3,1,8,2,4,5,1,8.42,0,Data Analytics,Web Development,Creative,B.Sc,1,15,1,8,3,160000,5,67
Cybersecurity Analyst,8,5,5,6,5,3,1,1,4,4,5,3,3,4,4,2,5,3,1,2,6,3,1,6,1,9,7,7,5,4,7.4,5,Data Analytics,IoT,Innovative,B.Tech,2,4,22,10,2,180000,10,68
Cybersecurity Analyst,8,7,5,4,9,5,2,7,5,6,1,1,1,2,4,1,1,5,1,5,1,2,5,1,1,9,9,7,2,5,8.72,1,Cybersecurity,Mobile Apps,Detail-oriented,M.Sc,3,2,37,0,0,100000,5,68
Data Scientist,10,7,1,10,3,4,10,7,7,1,5,2,3,4,1,2,1,7,1,2,8,1,2,10,7,7,5,6,10,3,7.88,2,AI/ML,AI/ML,Leadership,M.Tech,4,6,21,0,1,100000,9,81
Data Scientist,10,3,3,6,6,3,10,7,1,2,4,4,4,1,1,4,6,3,2,5,8,6,1,7,8,2,4,1,7,3,6.91,5,Data Analytics,Product Design,Analytical,B.Tech,3,1,4,0,1,180000,6,78
Data Scientist,9,4,2,9,2,1,10,8,2,4,5,2,5,5,3,1,6,4,1,4,7,4,1,7,9,2,2,1,10,4,9.31,0,AI/ML,Cloud Computing,Innovative,M.Tech,7,0,24,6,3,50000,6,73
Mobile Developer,6,6,6,5,3,3,4,1,6,2,9,4,6,6,7,2,5,1,1,1,4,3,6,3,3,3,5,7,5,2,7.78,0,AR/VR,AI/ML,Detail-oriented,B.Tech,5,15,40,8,1,170000,5,97
Full Stack Developer,8,5,10,7,3,3,1,4,1,1,10,10,5,5,7,1,5,3,2,1,6,3,1,2,5,2,4,1,5,3,9.9,5,Blockchain,AR/VR,Leadership,M.Sc,0,5,23,0,2,80000,9,61
Full Stack Developer,5,5,10,6,6,1,2,1,7,7,10,10,9,8,8,3,4,2,2,2,4,1,5,1,5,3,4,4,5,4,9.31,1,Data Analytics,Cybersecurity,Detail-oriented,MCA,2,8,50,4,2,140000,5,65
Mobile Developer,7,10,7,3,1,2,5,2,1,2,5,4,6,4,3,4,1,3,7,3,1,4,5,4,3,4,5,5,7,4,7.52,3,Mobile Apps,Data Analytics,Collaborative,M.Sc,4,3,14,4,3,140000,5,96
UI/UX Designer,5,6,7,4,1,1,6,5,5,1,7,1,4,3,2,5,1,2,1,7,1,3,7,1,2,2,5,5,4,4,9.67,5,Web Development,AR/VR,Detail-oriented,M.Tech,4,2,8,4,0,150000,5,74
Full Stack Developer,5,5,10,5,1,2,5,4,1,1,10,8,8,7,8,2,1,4,2,2,7,1,2,5,6,2,6,2,2,5,9.19,3,Product Design,Blockchain,Innovative,M.Tech,4,3,14,1,2,170000,8,80
Cloud Architect,2,3,1,4,3,6,3,1,5,3,3,3,4,5,10,7,9,8,9,10,4,4,1,7,2,10,1,2,3,3,8.62,4,Cybersecurity,Blockchain,Innovative,B.Sc,2,12,45,3,2,290000,6,83
DevOps Engineer,6,4,1,3,3,5,1,3,1,1,1,5,2,1,10,6,3,4,10,8,5,4,3,3,3,8,6,4,2,3,8.24,3,Cloud Computing,Data Analytics,Innovative,B.Sc,6,0,31,6,2,280000,9,66
Product Manager,7,2,3,8,3,5,1,3,1,6,1,3,6,7,1,4,4,2,1,7,2,2,6,6,2,9,6,3,8,2,6.51,0,Mobile Apps,Data Analytics,Collaborative,B.Tech,2,6,28,1,0,170000,8,70
UI/UX Designer,2,6,5,1,4,5,5,5,1,5,10,5,5,5,2,1,6,1,3,3,1,2,1,6,1,3,6,1,7,2,8.52,1,Cloud Computing,Cloud Computing,Detail-oriented,M.Sc,4,11,39,6,2,210000,9,72
Full Stack Developer,5,1,8,9,1,7,4,7,5,6,8,8,5,5,6,2,1,1,6,5,3,3,4,5,5,3,5,3,4,2,8.85,3,Data Analytics,AR/VR,Detail-oriented,MCA,4,3,35,6,2,90000,5,83
Product Manager,6,4,4,7,1,6,5,1,5,1,3,3,5,1,5,1,1,3,6,5,3,3,1,3,1,6,2,2,7,3,7.11,1,Product Design,AI/ML,Leadership,MCA,5,5,37,5,0,250000,8,86
Data Scientist,8,4,1,9,1,4,10,5,3,5,1,6,3,2,1,1,2,3,1,2,5,2,1,7,8,2,4,4,8,2,6.71,2,Cloud Computing,AR/VR,Leadership,B.Tech,7,11,37,5,2,280000,10,93
Product Manager,3,6,4,6,4,4,5,5,3,2,3,1,3,3,3,5,5,6,1,1,1,5,3,1,3,9,4,2,8,7,8.78,5,IoT,AR/VR,Creative,BCA,5,10,30,10,3,130000,5,74
UI/UX Designer,4,4,8,3,4,2,7,4,1,1,8,2,5,3,1,1,3,1,1,2,1,5,2,2,2,6,3,5,3,3,7.27,1,IoT,Blockchain,Leadership,MCA,6,12,34,1,2,190000,10,97
Data Scientist,10,1,3,10,3,6,8,8,1,2,2,4,3,2,4,2,4,1,6,2,7,2,1,8,10,5,2,5,9,4,8.97,0,Product Design,AR/VR,Innovative,BCA,7,10,34,5,0,290000,6,87
UI/UX Designer,1,1,9,2,7,5,2,1,2,4,10,3,4,1,5,2,4,2,3,3,1,3,3,1,3,1,5,3,7,4,8.28,0,Web Development,Blockchain,Leadership,B.Tech,2,3,24,8,0,140000,10,79
Mobile Developer,3,8,9,1,5,5,7,1,5,3,7,2,3,6,2,1,3,2,2,4,5,1,1,2,3,5,9,9,5,5,9.72,0,Blockchain,Blockchain,Leadership,BCA,7,4,29,7,1,210000,10,70
Mobile Developer,6,10,9,5,1,5,3,4,2,4,6,5,6,2,5,3,6,3,3,2,1,3,2,3,6,2,9,7,1,5,8.14,3,Cybersecurity,IoT,Detail-oriented,M.Tech,4,14,10,2,3,130000,5,94
DevOps Engineer,6,2,6,5,1,4,4,7,3,6,1,4,4,2,7,9,7,1,9,8,3,2,1,1,6,7,6,1,6,3,9.35,1,Cybersecurity,AR/VR,Collaborative,B.Tech,0,1,43,10,3,200000,8,84
Full Stack Developer,6,3,10,8,2,4,1,6,5,1,9,7,7,6,6,3,1,1,5,2,3,4,4,5,3,1,5,1,5,3,7.23,5,Mobile Apps,Product Design,Collaborative,BCA,7,14,43,4,1,270000,10,68
AI/ML Engineer,9,4,1,4,2,3,9,10,9,7,2,7,5,4,3,6,3,2,1,2,8,9,3,2,5,3,4,2,2,1,8.03,2,Data Analytics,Data Analytics,Collaborative,M.Sc,1,1,28,9,1,110000,7,71
Cloud Architect,3,1,5,5,1,1,5,1,1,7,5,3,1,1,7,7,7,10,8,10,5,3,2,3,7,7,4,5,3,5,7.93,2,Cloud Computing,Cloud Computing,Innovative,B.Sc,5,8,43,8,2,240000,8,67
AI/ML Engineer,7,5,5,1,2,1,9,8,6,7,5,3,6,1,4,4,2,3,1,4,10,10,4,2,4,2,3,3,4,6,7.57,3,AI/ML,IoT,Analytical,M.Tech,5,4,29,4,0,300000,10,72
Cloud Architect,3,1,4,4,7,1,7,4,1,1,4,6,2,3,10,10,6,8,10,10,1,3,1,3,4,10,4,2,2,7,9.05,2,Data Analytics,Data Analytics,Leadership,MCA,0,4,49,1,2,150000,8,73
AI/ML Engineer,10,3,3,2,5,1,10,10,6,6,5,3,2,5,6,5,1,3,3,3,10,10,6,1,4,5,2,1,5,6,9.12,5,IoT,AI/ML,Detail-oriented,M.Sc,4,0,39,6,0,40000,6,80
Mobile Developer,5,10,10,3,5,4,1,2,1,3,5,4,1,3,1,2,3,2,2,1,2,2,3,2,5,3,8,5,1,7,8.9,0,Mobile Apps,Cybersecurity,Analytical,M.Tech,5,10,26,3,1,60000,9,83
Product Manager,7,2,1,8,2,5,1,4,1,5,1,1,1,4,1,4,3,1,4,3,6,3,1,4,2,7,2,2,7,5,7.28,0,Blockchain,AI/ML,Detail-oriented,B.Tech,2,13,2,8,3,280000,9,93
AI/ML Engineer,7,1,1,2,2,5,10,10,8,9,2,5,5,2,6,1,4,1,1,2,10,8,2,2,4,7,7,2,4,2,8.32,0,IoT,AI/ML,Creative,B.Sc,0,4,40,0,1,90000,8,80
Data Scientist,10,4,4,9,3,5,10,7,5,2,3,6,2,5,1,4,3,1,3,1,7,2,4,10,10,3,4,1,8,5,8.4,1,Product Design,Data Analytics,Innovative,B.Tech,8,11,34,3,1,150000,6,66
AI/ML Engineer,8,4,6,2,2,4,10,10,7,6,1,5,4,3,2,1,3,3,3,6,8,7,2,3,3,1,3,3,1,5,8.1,5,Product Design,AR/VR,Creative,MCA,7,9,7,8,3,80000,5,81
Cybersecurity Analyst,8,4,5,4,7,4,1,7,2,5,2,1,3,5,4,1,1,3,6,4,4,2,7,6,7,6,5,6,3,1,7.44,5,Product Design,IoT,Detail-oriented,MCA,0,11,41,7,3,220000,9,62
Mobile Developer,3,10,6,1,4,2,3,3,2,2,8,2,4,5,4,3,1,5,4,3,1,4,6,3,2,4,8,6,2,1,6.76,2,Data Analytics,Data Analytics,Leadership,M.Sc,8,5,25,9,0,100000,5,65
Blockchain Developer,7,2,8,3,6,5,3,2,2,4,2,2,1,1,3,3,2,3,5,6,7,3,4,6,6,3,9,9,2,5,6.31,5,Mobile Apps,Blockchain,Collaborative,B.Sc,8,4,6,8,3,210000,7,66
Blockchain Developer,7,4,8,3,10,5,6,1,3,6,1,3,1,1,5,7,5,3,3,5,3,4,6,4,5,3,8,7,3,3,7.65,1,Cybersecurity,Cybersecurity,Innovative,B.Sc,2,0,41,7,0,140000,5,66
Mobile Developer,6,9,7,2,1,2,4,2,2,3,7,1,2,5,3,3,1,1,3,1,4,1,7,1,1,6,9,7,1,5,8.3,3,Mobile Apps,Data Analytics,Creative,M.Tech,0,1,34,1,2,130000,5,82
AI/ML Engineer,10,1,3,4,5,6,10,10,8,8,1,3,2,1,6,3,1,7,7,6,8,9,3,2,5,5,2,2,1,6,8.44,2,AR/VR,Cloud Computing,Collaborative,MCA,0,1,12,1,2,220000,10,96
UI/UX Designer,3,3,5,4,2,3,6,4,5,1,9,1,1,3,4,3,2,1,1,2,3,2,2,1,4,5,6,2,6,2,9.29,3,Cloud Computing,Cybersecurity,Detail-oriented,BCA,0,12,2,7,1,250000,10,74
Full Stack Developer,4,3,8,7,2,4,5,5,1,2,7,10,6,4,8,1,1,3,1,3,5,3,6,3,1,1,3,2,2,4,6.8,5,AI/ML,IoT,Detail-oriented,B.Sc,4,2,14,2,1,140000,10,88
Data Scientist,7,4,5,7,4,1,7,9,3,4,3,1,1,2,3,2,3,1,7,1,9,4,6,8,10,3,5,3,9,1,7.15,5,Mobile Apps,IoT,Leadership,B.Sc,5,0,27,4,1,50000,8,86
UI/UX Designer,4,2,8,5,5,5,4,3,3,4,7,4,4,4,6,3,3,3,3,4,6,1,2,4,6,3,2,3,4,5,9.08,5,IoT,Product Design,Creative,B.Sc,6,10,29,3,1,280000,8,80
Blockchain Developer,9,1,6,1,8,1,2,1,1,5,5,5,2,3,3,4,3,3,6,4,6,2,1,2,1,5,9,7,5,6,8.29,3,AI/ML,AR/VR,Collaborative,M.Sc,5,10,5,5,0,90000,6,99
Cybersecurity Analyst,6,5,3,1,8,3,6,2,2,5,3,4,1,2,4,4,1,2,5,1,3,3,4,3,5,8,7,10,5,2,9.77,5,Cloud Computing,Data Analytics,Creative,M.Tech,4,8,5,7,0,290000,10,80
UI/UX Designer,1,1,5,2,1,4,1,1,5,1,9,1,3,1,1,1,1,3,1,2,5,3,3,4,4,3,3,3,4,2,6.58,4,Product Design,Cybersecurity,Collaborative,B.Tech,1,6,11,5,1,90000,8,100
Blockchain Developer,9,6,7,4,7,3,3,1,1,4,3,2,2,1,5,3,5,4,4,4,4,5,1,4,1,5,8,10,5,1,8.95,3,IoT,AI/ML,Creative,BCA,6,4,25,5,0,170000,10,71
AI/ML Engineer,8,1,2,3,3,1,10,9,8,7,6,5,3,2,1,1,6,2,4,3,10,9,2,5,6,3,4,3,2,5,9.88,0,AI/ML,AR/VR,Leadership,M.Tech,3,6,20,3,2,240000,8,77
UI/UX Designer,5,2,7,4,7,1,6,2,5,2,10,1,6,6,1,5,2,2,2,1,1,5,6,2,4,5,4,4,3,1,8.94,1,Data Analytics,Data Analytics,Leadership,B.Sc,6,13,44,0,2,120000,6,69
Cybersecurity Analyst,5,4,4,3,9,4,4,1,4,4,4,4,2,1,1,6,2,4,3,4,3,5,1,5,3,6,8,6,1,3,6.65,5,Cybersecurity,Web Development,Leadership,BCA,5,2,26,5,0,190000,8,94
Data Scientist,10,3,3,9,1,2,7,5,1,2,1,1,4,3,5,3,4,2,3,1,5,1,6,9,10,5,3,1,7,5,7.06,2,Data Analytics,IoT,Creative,B.Sc,4,10,12,5,2,160000,5,78
Product Manager,6,7,3,5,2,4,4,2,5,4,1,5,4,1,1,2,3,4,5,4,5,7,2,3,1,10,1,1,8,6,9.84,0,AI/ML,Blockchain,Creative,MCA,3,13,47,5,0,120000,8,61
Cybersecurity Analyst,5,5,4,1,8,1,1,3,7,3,3,2,1,2,2,2,5,3,3,1,3,3,1,2,3,6,8,9,1,3,6.35,2,AR/VR,AR/VR,Innovative,B.Sc,5,11,46,8,1,140000,10,100
DevOps Engineer,6,6,4,3,3,6,4,3,2,3,5,4,1,4,9,7,4,3,10,10,3,3,3,5,1,9,1,5,6,3,8.31,5,IoT,Web Development,Creative,MCA,7,4,44,3,0,290000,9,66
Product Manager,3,2,4,9,1,3,1,1,1,1,2,4,2,5,4,2,4,7,6,3,2,4,1,4,6,9,7,4,8,2,9.04,0,AR/VR,Cloud Computing,Innovative,B.Tech,1,7,46,10,0,180000,8,81
Cloud Architect,6,1,5,3,6,1,4,3,2,4,4,6,3,5,10,8,8,6,10,10,1,1,5,1,3,7,2,2,6,3,9.23,0,Web Development,Mobile Apps,Creative,B.Sc,0,14,31,5,3,40000,10,93
DevOps Engineer,5,5,1,6,2,1,3,5,4,1,1,3,1,6,10,9,1,6,10,8,1,2,2,1,3,10,5,3,2,2,9.44,1,Cybersecurity,AR/VR,Detail-oriented,M.Tech,3,3,11,6,0,80000,10,68
UI/UX Designer,1,6,9,1,4,2,2,2,4,1,9,6,1,6,6,1,7,4,2,3,2,3,1,3,4,4,5,5,6,6,7.54,5,Product Design,Data Analytics,Collaborative,M.Sc,2,15,21,1,3,140000,9,93
Blockchain Developer,7,3,10,4,8,4,2,2,5,4,5,3,4,2,5,5,3,7,1,2,4,2,4,3,4,6,8,9,3,1,9.87,4,IoT,AI/ML,Analytical,B.Sc,4,15,29,8,2,200000,9,86
Cloud Architect,1,5,3,5,4,1,1,1,1,1,7,2,2,1,7,7,10,8,8,8,7,5,5,1,3,9,1,3,7,1,6.36,5,Product Design,Cloud Computing,Detail-oriented,B.Tech,1,7,26,3,1,180000,9,70
AI/ML Engineer,9,1,2,6,6,3,7,10,9,9,6,3,2,5,5,1,6,6,6,2,7,10,3,1,3,4,2,3,6,3,6.98,5,Web Development,AR/VR,Collaborative,B.Tech,6,11,23,6,0,190000,8,88
Mobile Developer,6,8,8,3,3,1,7,7,1,4,6,1,3,3,1,5,3,2,4,1,4,4,1,3,3,2,8,6,1,4,8.85,0,Web Development,Cloud Computing,Creative,M.Sc,1,14,35,5,1,80000,9,71
Cloud Architect,1,2,3,7,2,1,2,1,4,5,4,3,1,1,7,10,6,9,10,10,6,6,5,7,4,10,4,3,1,3,9.98,2,Web Development,Product Design,Detail-oriented,M.Tech,6,9,23,0,2,190000,6,61
Cloud Architect,3,6,2,3,1,3,4,5,4,3,3,1,1,3,9,10,6,8,10,10,2,1,2,5,1,8,5,1,4,5,6.1,3,Blockchain,Product Design,Detail-oriented,BCA,5,9,23,0,0,180000,8,87
UI/UX Designer,5,7,6,4,4,1,1,6,4,1,8,1,3,4,3,6,5,1,1,1,2,3,3,1,4,5,4,7,5,5,6.62,5,Product Design,Data Analytics,Collaborative,BCA,3,7,1,6,3,120000,7,92
Cybersecurity Analyst,8,8,3,1,6,1,3,3,5,5,6,3,1,4,2,1,5,3,5,1,1,2,5,6,3,7,6,7,2,5,8.37,0,Web Development,Web Development,Analytical,MCA,0,4,34,6,3,60000,10,69
